"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
26059b91-1b7b-4eac-b01d-695ef513ce39,474ca20b-3e43-4eab-a256-8be62bc2fb58,"#N/A","#N/A",0433cdb3-bac7-4152-8985-232b528fb069,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2626e463-c83c-4d62-9e5b-1b9e9ef20039,e3495959-4e93-4622-866a-e83e23362bb7,"#N/A","#N/A",a00b6d5a-b90f-425c-9180-3297e05af7e3,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
263d4a6e-f6d7-46fb-9fc4-9a99d3e798ae,1428ad1a-54ab-4a26-9fa9-3132d8c35782,"#N/A","#N/A",17a9c895-d842-442f-877f-57a61b29ad22,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Closed,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
272d5b1c-05fe-4101-ab55-f57d2e60c42d,c3c0f12a-7588-4cba-af2b-079722120fea,"#N/A","#N/A",5482cc4d-7342-4d62-926c-949b28111456,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
273d1e39-baa8-4607-850d-a242520baf46,b6b423cb-1a88-4f6f-bc21-f416a44ea3d7,"#N/A","#N/A",6d8c984b-f181-443a-a785-29d4f613f0b4,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
279444ee-73a0-4e75-90a9-a8000e2680ab,1780077c-4e79-4a5e-949f-64ab5a73d3c8,"#N/A","#N/A",c2819a37-95b4-4b91-9f42-f8553891c19b,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Closed,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
27a67a10-99f0-4b86-908a-1e00c980c0aa,b7fa5935-163e-499d-b057-17e040a63392,"#N/A","#N/A",1b5b8c88-3318-4c58-97a0-552e022e84a5,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
27bd4fa4-2235-4b57-8bda-3e35c92504b2,9fde7171-31cf-4c0e-848c-b95d7826f08b,"#N/A","#N/A",4dce1ec5-1bd6-4f60-bd9a-f0055a1cad36,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
27da0baa-a365-49ed-8f59-46088b5a399a,a004d414-9ff9-41c0-b987-57f374f0b950,"#N/A","#N/A",d84059bd-d680-4d0b-8ef9-edcc8f7835cf,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Escalated,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
27de266b-c809-49a2-b50e-48b4ca6b35ff,dacd6726-2282-4204-9f6f-41357e172399,"#N/A","#N/A",60b82d8b-671f-4b20-b628-b32b27372779,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
27f2b79a-761c-4aff-992e-599dedfaf473,8f9c068e-835d-424f-9d37-1388be4a7d0a,"#N/A","#N/A",223fc687-2bf2-4534-94b5-80bcdf096ea9,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Closed,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
28000c79-f8bb-4faa-a0c6-143b063c5888,4aacc34c-f7ad-42a6-90a9-4fe5a81e0fe0,"#N/A","#N/A",3e171e46-252e-484e-b51e-d5e07ed22a1a,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
283fb9a7-9609-4ad2-a7d3-20d8e3236d04,292a19e5-d4f2-4a1d-b8f3-08007ee533a3,"#N/A","#N/A",929cf2c1-c5f6-43ce-bf16-342c971c47f4,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Escalated,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2843f514-403e-404a-8f81-63ca893527c5,f53e8c51-9460-4579-a9d6-389aa6ea3b1d,"#N/A","#N/A",67706f06-99a1-44ef-b15d-420099602b4a,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
28d825f7-3642-4916-9a51-84be8f9b7e10,b05b6bb4-566d-448e-bbbb-bb5509b2aaac,"#N/A","#N/A",834d9822-c21e-4f13-9493-a623becd4c80,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
29ad24d3-b159-423c-8f5d-7ba63c7c8ff9,7b95ea41-2644-477d-8f28-0155cf3cb67f,"#N/A","#N/A",552432e4-e7d6-48d2-93a6-7775f1402d9f,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
29e873e9-531e-4d94-b837-c1b367eac020,1428ad1a-54ab-4a26-9fa9-3132d8c35782,"#N/A","#N/A",2aa7fb84-5053-4be7-9db4-4b53b1d565d0,User Needs Help,false,"#N/A",Medium,Instructions not clear,Closed,Questions about new requirements,"#N/A","#N/A","#N/A",Question,"#N/A"
2a24c7f2-aa7d-4cff-b6b8-38a152628943,d7a5ed64-a1da-45cf-a423-423142069699,"#N/A","#N/A",5abb86f3-ff23-4a69-ba83-b355d40d95d1,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2a5f4cc7-acb0-4b54-a5a2-7ec961bdadd2,4aacc34c-f7ad-42a6-90a9-4fe5a81e0fe0,"#N/A","#N/A",e52d8a51-2dba-4ced-801f-87d8f3a9694d,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
2a659329-a608-4193-bd09-9bc0f3130c13,72cca046-1b05-41ef-b852-1bba002295e4,"#N/A","#N/A",db94a716-64a9-4ad6-96fe-8afc3f2fc09a,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
2a989e99-266a-4d9b-a5cd-41af758538f2,c1800b5e-7dd9-48f4-93df-c6fc6c379ba3,"#N/A","#N/A",5557274b-6e88-42f5-aa42-b53ca39dacc7,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2aa780a6-763b-4070-ac13-f20809a54e81,e4ac435f-5f4a-4cef-8d52-fdf60c82c495,"#N/A","#N/A",26f96566-4c91-4773-9509-7612d569bc83,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2aae5a37-e833-435d-8a47-090d0feb5eb7,a704cfb8-ce78-43a6-a1d4-e7823018c366,"#N/A","#N/A",d84059bd-d680-4d0b-8ef9-edcc8f7835cf,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
2ab8f829-e045-4999-ac46-032ad8f62abb,"#N/A",Sales Cloud,"#N/A","#N/A",Can't close the Opportunity because the Quarter Date in Custom Setting is incorrect.,false,"#N/A",Medium,"#N/A",Approved,Validation Error on Opportunity,"#N/A","#N/A","#N/A",Change Request,Data
2ae4338f-55ae-41bb-ae85-28ba7047da5d,8f9c068e-835d-424f-9d37-1388be4a7d0a,"#N/A","#N/A",2a5c9a0f-815d-4188-9dae-bbf263c1f351,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2b28a0af-6263-4c0f-9e0b-182ecd3a1383,ceec5452-51ec-48bb-9e7c-ff0b394e1d6c,"#N/A","#N/A",a1e1a28d-57d0-4352-86db-89b9d2f72d14,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
2b2b3409-5794-4c4d-b5cc-34a8a518ad60,3e618f3f-9734-4a35-a6e9-0770d1678c39,"#N/A","#N/A",a9de6077-731e-4211-8943-fea08e4b0305,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2b2bb830-aa1c-4f7d-bb4b-e0663c46ba4e,657f8fc5-2246-4165-be09-327fa8331e71,"#N/A","#N/A",a2e4e710-b287-469c-9e6b-49a46e8edc44,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2b42267e-3068-4c7d-85a6-d1f305c9695f,7c5f00ab-853c-4b67-b451-06c22884cc76,"#N/A","#N/A",972952c8-cca6-4d8d-9f5b-fa25d70b1bb5,The administrative override feature is assigning controls to a non-admin.,false,"#N/A",Medium,New problem,Approved,Administrative override feature not working,"#N/A","#N/A","#N/A",Problem,"#N/A"
2b48e82c-8bd2-4e1f-82cf-57b08cd95148,fcceadff-9901-444d-9c5a-f68a42a89f4b,"#N/A","#N/A",36d7b41e-f4ca-4986-acf2-6fa465995bd2,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2b533c42-9035-42d1-bb75-2599f333dce0,b7fa5935-163e-499d-b057-17e040a63392,"#N/A","#N/A",729e6f5c-112d-471c-bdc5-a5ebe1027dda,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2ba7faf8-544a-4b23-9ff3-a02f4442221c,fcceadff-9901-444d-9c5a-f68a42a89f4b,"#N/A","#N/A",5c313758-33d7-4d7a-9df7-5fd884d6fe45,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2bad54f4-d0e6-4c60-80f1-a010c09da9ed,0d1f1f93-e711-4989-a240-613696297c9c,"#N/A","#N/A",eaeae6c2-145d-4f7c-bcb3-419b5728c947,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2bba634f-93f4-4c0f-bc0d-a28b167fe7c6,e87e55a8-d583-4751-8e03-4cc10d2e3d45,"#N/A","#N/A",f58975c3-8608-4a6d-9408-3ed057f88a26,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2bcbdc94-5e35-46e6-807d-7fb7d7dc1151,79a3828a-4134-48e5-8077-9a6492c2447f,"#N/A","#N/A",09c1c0ad-c132-43f6-85ad-dfc07c9812bc,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2bef31b9-abb3-4ea5-876d-8889569d87f6,d1eaeb22-9e06-4cb9-8bde-b69c1a0fbd67,"#N/A","#N/A",6e4f680f-49d5-4902-b0ba-a10b14a1f83c,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2bf9b9f3-56d0-414a-aa4b-8e06ec97f7cd,9fde7171-31cf-4c0e-848c-b95d7826f08b,"#N/A","#N/A",de5bf567-b2ac-430b-a250-1992dc224c3b,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2c038375-1d38-4ff3-b558-87d122bc08ba,e5035626-d6ea-47fb-b481-e7d3b05fdda2,"#N/A","#N/A",0b2d197f-fa0c-44aa-a1c8-93ab9ad20b10,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Closed,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2c2aaf93-4727-41af-b9e7-8164c52f81c9,f8a47c2c-fc3b-4c9e-9acb-3d22bef201df,"#N/A","#N/A",f8934e8a-248b-4ef5-b555-315847a73cb4,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
2c83874f-e780-43e3-9c7d-591e2f6e78d6,e4ac435f-5f4a-4cef-8d52-fdf60c82c495,"#N/A","#N/A",8b8044c0-3dd1-49fd-98da-90160ffad8b6,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2c8bf360-a77c-4d78-aed1-07767ba8fb8f,657f8fc5-2246-4165-be09-327fa8331e71,"#N/A","#N/A",f74ec968-211a-415e-9e3b-63f3e7e9c118,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2d081374-3a44-4cba-9043-c29f8681a38a,0f6dd887-3a4f-47a1-a040-364591a7523c,"#N/A","#N/A",e8e1dae1-c5e3-4e1e-8012-385fafe68763,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2d28d42f-20b3-401d-bc3c-2b3e6aff74e9,641e8a6b-421a-49ac-9b2f-584ff0426f81,"#N/A","#N/A",d4368414-0735-42ab-a5df-5ffae00ca8bf,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2d532c43-b089-4049-bbc7-1eab7c8e3e91,79ed4d7e-9b49-46f1-b21f-bafc44b2728a,"#N/A","#N/A",a0e2a9b8-ea17-4100-85de-95a3cbd954ea,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
2d6954e6-e97b-4f68-88f1-8937bd4505df,cc6c0d56-9bdf-4597-9a5e-6083639c0197,"#N/A","#N/A",39df1728-bbdf-4948-a03f-fbb977368e4c,User Needs Help,false,"#N/A",Medium,User didn't attend training,New,Some fields from report not populating,"#N/A","#N/A","#N/A",Problem,"#N/A"
2d756582-92f6-404e-b827-f732906932c4,1b4bfded-f98a-4ca5-a159-8c083e159842,"#N/A","#N/A",209dafd4-75bf-4b06-b478-2f213e7c056d,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
2d805213-2754-412e-a6e1-804f940edf64,fe9c3252-f59e-4b0c-a3db-4b5c62ff2bf6,"#N/A","#N/A",e41aa084-e3c4-40bc-80d0-164939d1da93,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2d9928c0-1c6a-416b-8db6-d6990610391d,7d7982a6-c395-48a7-a798-6695ca118534,"#N/A","#N/A",bd9a6006-22c6-4203-91b1-68a55ec36c62,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2db1baac-48a5-4dbb-b2c7-04939e05e498,aba768c3-5818-4d00-82b8-2a6dcc5a5d03,"#N/A","#N/A",e5618391-7919-4ba6-acaa-4717d2a7cf66,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2e08447d-33e3-4f66-bfda-ce7fd9a88062,d3053ca7-894e-4b3d-b4ea-1974b5686046,"#N/A","#N/A",e9f8ef62-a4c2-464c-97cd-92f1937517be,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2e09395e-731e-4c13-be82-3bf72771df5f,aaa9ff9f-6446-4a83-be85-818c8fcdf793,"#N/A","#N/A",6c5e5c7b-fed4-46b6-809d-b307f1207298,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
2e26d401-e1a1-462c-89ea-52192348299e,9eae2f4e-7674-4079-97f6-43a58e08547e,"#N/A","#N/A",ba3acaa9-15b2-4388-83e2-36da72ad258a,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2e2cafc0-a2cd-4411-bf08-1df6f0a35d73,987ec848-fc50-4d51-aa3d-cdcc022217b3,"#N/A","#N/A",e3b6cc9c-91ba-47a2-b541-b3cb8ca3781d,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2e745a71-2eee-4f5d-9803-0c020796b68c,0615d973-7662-470c-804f-9e8a845c344e,"#N/A","#N/A",0018dbeb-02a5-4413-a3c2-343371343905,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
2ed43707-94e4-4a39-bdff-1dae1717af96,23ce3f5f-f599-49fc-b4f6-3e4cd0ab3809,"#N/A","#N/A",0a5b010a-0ac1-4fe7-a3fd-7ded9a6a2845,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
2f138875-6a6a-4d02-8e91-50227db4015f,e5035626-d6ea-47fb-b481-e7d3b05fdda2,"#N/A","#N/A",97afe830-2f8d-4c15-9421-363a2fade9c9,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2f43e102-4a64-43fc-888c-aa8cebb7b003,1269b73b-8173-461c-be8d-4001e7a56f13,"#N/A","#N/A",ec85f4c8-ad4d-4ec0-96c8-53095de2e918,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2f50b6c3-b0df-4271-98a7-6541939c3705,641e8a6b-421a-49ac-9b2f-584ff0426f81,"#N/A","#N/A",e6c51bbc-3d69-4b89-80e7-f2b76b12e886,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2f93680c-d724-4fe6-b5ec-9a8f1449a66b,f53e8c51-9460-4579-a9d6-389aa6ea3b1d,"#N/A","#N/A",2c6c8b42-f2b4-4d85-818c-eb5c24a6364b,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
2feb7eea-42cd-43cb-9f08-fd37443d8ecb,7c5f00ab-853c-4b67-b451-06c22884cc76,"#N/A","#N/A",e593acdc-b5bc-4b14-8e57-707e2223a1e4,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
30637f70-223f-4b86-818f-96838c1c1454,1428ad1a-54ab-4a26-9fa9-3132d8c35782,"#N/A","#N/A",5557274b-6e88-42f5-aa42-b53ca39dacc7,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3076db54-3fa8-44f0-b4e9-06f731972896,72cca046-1b05-41ef-b852-1bba002295e4,"#N/A","#N/A",f3d1e176-d127-4d9d-ae2d-d19517449d2a,EMEA Case,false,"#N/A",Medium,New problem,Closed,Updated installation guide for Inventory Management Suite,"#N/A","#N/A","#N/A",Question,"#N/A"
30df96aa-5ca2-4795-80a3-bbaf59289b98,e3495959-4e93-4622-866a-e83e23362bb7,"#N/A","#N/A",f91a3c02-add6-44e2-9b77-f91843454168,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
310fb0ed-9083-47ac-832f-62c92f596da5,02790e5c-867a-4d60-b207-f5f0dfab9d1d,"#N/A","#N/A",57678b81-2865-48b6-9a56-e805d898c410,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
315767aa-81d0-4534-ac24-553c4f45296c,33a1801d-7094-4807-a185-2fa6024d7ffe,"#N/A","#N/A",275db30a-b709-44c4-9d4d-5388ed773538,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
315ae765-c8e1-49c3-8bcb-4f82cc6ba0f2,ababff38-4578-4e08-8890-2e39ab7dbfb9,"#N/A","#N/A",2245146f-b813-4ba6-889a-b83d948795e8,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
315ecf5c-5ac9-4360-9860-3f6ed7fcca22,62b16da5-892f-4567-94c2-b4dc490d0182,"#N/A","#N/A",e77708d1-4543-4794-9b55-67543f3dddda,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Closed,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
317e3e76-05d9-44a4-90ef-1d57039016ec,ceec5452-51ec-48bb-9e7c-ff0b394e1d6c,"#N/A","#N/A",84d3a538-2260-4484-be61-2b5059e9975f,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
31f140aa-afc7-4348-9f65-ad49ff5ad0e2,05ad14ed-a4b3-4b05-a662-ba90845e0c72,"#N/A","#N/A",3becdd2e-3ce2-4f4e-bcae-68a806bfeadf,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
327e7075-1843-4723-8b40-8c42ec571913,210a7e16-1f76-4a98-bdd4-88fc7c26bd8b,"#N/A","#N/A",e8baeeb7-ab3b-45d7-85e7-1ddd6f4201df,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
329aece6-ff4b-4a08-aee2-8892a3bb235c,474ca20b-3e43-4eab-a256-8be62bc2fb58,"#N/A","#N/A",3fbbb2dd-bcba-4028-b894-b35f6ff7950a,Unsure how much I owe this month.,false,"#N/A",Medium,Instructions not clear,Approved,Current Balance,"#N/A","#N/A","#N/A",Question,"#N/A"
32a02b48-4121-46c0-8b68-324af832e0c6,e0d24d52-12e9-4aef-9d51-26ee8f11ffe1,"#N/A","#N/A",f0bec664-ad22-4a25-a223-5bd60ae4b8db,User Needs Help,false,"#N/A",Medium,Complex functionality,On Hold,How to dynamically select templates?,"#N/A","#N/A","#N/A",Question,"#N/A"
32b25a68-7bf4-4a79-9fa2-aea92f33054d,d98994db-7868-4884-9b0e-6cf91f2a4252,"#N/A","#N/A",306d3585-98c3-4a30-9239-ddee60d4922b,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
32c16f85-4f9d-43c4-bcf8-e1d2c6828384,24f50e58-4087-4f6d-9636-75c7ad837983,"#N/A","#N/A",dbb583a2-681a-4d05-b1ca-6852a99c9431,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
32ccd746-b96f-44f1-8c87-4d8aa9e4a242,7c7bc51c-9d69-4f5b-8a33-31aa9a667e33,"#N/A","#N/A",89ee3ea7-9b25-48bc-9eb9-b642057f494a,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
32f79de3-e334-4187-9b59-4434b890ab22,7d9e4ef2-c713-41bd-9662-8a3b2953702f,"#N/A","#N/A",f8670931-f575-4b5b-84bb-182f7b597efd,EMEA Case,false,"#N/A",Medium,User didn't attend training,Approved,Some fields not populating in Excel template,"#N/A","#N/A","#N/A",Problem,"#N/A"
3332133c-6218-45e6-8d3c-dfabebb6a13d,987ec848-fc50-4d51-aa3d-cdcc022217b3,"#N/A","#N/A",90f66ae3-5d82-4a97-a44f-22eac495ca42,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
333a6255-9db2-45c0-9628-12f7769324b9,9fde7171-31cf-4c0e-848c-b95d7826f08b,"#N/A","#N/A",a825aa02-b11e-4829-b51b-9542a583fc72,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3345f238-21cf-415c-9321-49add6163242,853f6d04-4ec1-4a1b-8d20-09f1c8c00a9b,"#N/A","#N/A",4b799008-839e-4ac2-b8b1-a837b4efb5ee,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
33815848-4303-4b3b-924c-f7903cacca4c,48bb91cb-bbd3-4002-bf9c-a6e73e543a67,"#N/A","#N/A",8ed74d76-c263-4b1f-b292-549a24e666a1,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
